id,relativeReadability,lexicalDiversity,topTopicSimilarity,syllableRate,PRP$,VBG,VBD,VBN,VBP,WDT,JJ,WP,VBZ,DT,NN,TO,PRP,RB,NNS,NNP,VB,WRB,CC,CD,EX,IN,WP$,MD,JJS,JJR,``,'',:,topic-0,topic-1,topic-2,topic-3,topic-4,topic-5,topic-6,topic-7,topic-8,topic-9,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29,heat
-6rWqJhDv7M-1710,0.04503123304660188,0.4605809128630705,0.3333333333333333,2.833,0,0.012,0.012,0.008,0.033,0.012,0.071,0.008,0.091,0.191,0.17,0.004,0.087,0.054,0.012,0,0.033,0,0.033,0.004,0.012,0.124,0,0.017,0,0,0,0,0,0.8221757569129045,0.3638211467663453,5,0.3790947220675555,0.49984541256009596,5,0.8149084654473256,5,5,0.4751869046629231,5,5,0.3756988706084205,5,0.8149084654473256,5,5,5,5,0.7550738646705393,0.8149084654473256,5,5,5,5,5,5,5,5,5,0.1
-6rWqJhDv7M-1800,0.03988321856355271,0.40654205607476634,0.16666666666666666,2.442,0,0.009,0.019,0.023,0.042,0.014,0.037,0,0.061,0.182,0.187,0.023,0.056,0.033,0.028,0.014,0.033,0,0.023,0,0.005,0.173,0,0.023,0,0.009,0,0,0,5,0.32424494977735474,5,0.6943981018562497,5,5,5,5,5,5,5,5,0.4273392828459935,5,0.6943981018562497,5,5,5,5,5,0.6943981018562497,5,5,5,5,5,5,5,5,5,0.1
-6rWqJhDv7M-1890,0.039948147620436705,0.47,0.26666666666666666,2.342,0.02,0.015,0.015,0.015,0.015,0.01,0.11,0.005,0.065,0.1,0.15,0.03,0.07,0.07,0.005,0,0.06,0.01,0.04,0.02,0,0.12,0,0.025,0,0,0,0,0,0.2227760966971927,0.38154402604999776,5,0.601665553487425,5,5,5,5,5,5,5,5,5,5,5,0.36893560435048733,5,5,5,0.25485478597155303,5,5,5,0.6944925679746302,5,5,0.601665553487425,5,0.363081011037984,5,0.124
-6rWqJhDv7M-1980,0.042026331416967454,0.4672897196261682,0.2,2.508,0.009,0.019,0.014,0.009,0.042,0.009,0.061,0.005,0.056,0.121,0.192,0.014,0.07,0.061,0.037,0.005,0.033,0.005,0.028,0.014,0.023,0.15,0,0.014,0,0.005,0,0,0,0.2936238487970256,5,5,5,0.83250509959534,5,5,5,5,0.3524809393444482,5,5,5,0.8205613111001359,5,5,0.3436879934871591,5,5,5,5,5,5,5,5,0.27127638774572443,5,5,5,5,0.1
-6rWqJhDv7M-2070,0.04779332501464864,0.46946564885496184,0.16666666666666666,3.2,0,0.011,0.011,0,0.046,0.019,0.095,0,0.034,0.122,0.198,0.015,0.061,0.065,0.046,0.004,0.034,0.015,0.015,0.011,0.011,0.153,0,0.015,0.004,0.004,0,0,0,0.24410217188509165,5,5,5,5,5,5,5,5,0.31536619944601524,5,5,5,5,5,5,0.2888749784429702,5,5,5,5,5,5,5,5,0.4586400957315542,5,0.4586400957315542,5,5,0.1
-6rWqJhDv7M-2160,0.04111692023926261,0.5021459227467812,0.13333333333333333,2.767,0.013,0.034,0.021,0,0.026,0.026,0.064,0,0.099,0.09,0.232,0.004,0.082,0.077,0.026,0.013,0.004,0,0.021,0.004,0.009,0.146,0,0,0,0,0,0,0,0.20969067498012084,5,5,5,0.7003093369225984,0.7728700574282851,5,5,5,5,5,5,5,0.24207016166200454,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.163
-6rWqJhDv7M-2250,0.048797047942376874,0.4924812030075188,0.16666666666666666,3.275,0,0.008,0.008,0.015,0.026,0.019,0.12,0,0.079,0.15,0.173,0.004,0.053,0.056,0.03,0.015,0.019,0.004,0.03,0.026,0.015,0.109,0,0.019,0,0,0,0,0,0.24898464011356947,5,5,5,0.27272685753275416,5,5,5,5,5,5,5,5,5,5,5,0.5120170041276741,5,5,0.816875469655172,5,5,5,0.7500278606568078,5,5,5,5,5,5,0.1
-6rWqJhDv7M-2340,0.04172112250491059,0.4774774774774775,0.23333333333333334,2.65,0,0.009,0.018,0.018,0.081,0.018,0.099,0,0.036,0.072,0.113,0.027,0.117,0.117,0.041,0,0.063,0.005,0.027,0.014,0.005,0.095,0.005,0,0,0.005,0,0,0,0.27492564199150293,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.46456857087065534,5,5,5,5,5,5,0.8464240519855692,5,0.47962254591728004,0.8464240519855692,0.5466198737798935,0.8464240519855692,5,0.114
-6rWqJhDv7M-2430,0.043074180109866966,0.5113122171945701,0.13333333333333333,2.667,0.005,0.005,0.005,0.018,0.045,0.009,0.14,0.005,0.05,0.086,0.167,0.014,0.072,0.104,0.009,0.014,0.045,0,0.045,0.014,0,0.122,0,0.023,0,0.005,0,0,0,0.25193324514344306,5,5,5,0.4982206211072465,5,5,5,5,5,5,5,5,5,5,5,0.4157228489543369,0.7054769399487985,5,5,5,5,5,5,5,5,5,5,5,5,0.131
-6rWqJhDv7M-2520,0.042089588634270016,0.4117647058823529,0.26666666666666666,2.658,0.005,0.018,0.05,0.018,0.077,0.014,0.072,0.009,0.036,0.131,0.154,0.009,0.131,0.081,0.005,0,0.014,0.005,0.027,0,0,0.14,0,0,0,0,0,0,0,5,0.3210415747851856,5,0.6258014808646812,5,5,0.39373154459518706,5,5,5,5,5,0.3329925862408885,0.3329925862408885,5,0.31965093775437375,5,5,5,5,5,5,5,0.8361138020849631,5,5,0.6737000149741902,5,5,5,0.1
-6rWqJhDv7M-2610,0.04429721496839542,0.45081967213114754,0.3,2.867,0.004,0.033,0,0.029,0.061,0.016,0.098,0.016,0.066,0.127,0.168,0.02,0.07,0.057,0.02,0.008,0.008,0.008,0.049,0,0.025,0.102,0,0.004,0.004,0,0,0,0,0.2513948062258287,0.41433714320092513,5,0.7514451818523871,5,5,5,5,5,5,5,5,0.6606338346726652,0.713271164064226,0.7731598240531679,0.23498139828962508,5,5,5,0.46806515038368135,0.7731598240531679,5,5,5,5,5,5,5,5,5,0.101
-6rWqJhDv7M-2700,0.043107669054053506,0.4217391304347826,0.16666666666666666,2.75,0.022,0.013,0,0.013,0.022,0.004,0.052,0.009,0.087,0.165,0.209,0.022,0.035,0.039,0.048,0.009,0.022,0.009,0.022,0.004,0.013,0.178,0,0,0,0,0,0,0,5,0.24198762385399772,5,0.25262468596675014,5,5,5,5,5,5,5,5,5,0.31482500333230456,5,5,0.31482500333230456,5,0.2367903812817852,5,5,5,5,5,5,5,5,5,5,5,0.122
-6rWqJhDv7M-2790,0.04343091050557494,0.42290748898678415,0.1,2.683,0.018,0.022,0.004,0.013,0.07,0,0.062,0.009,0.048,0.119,0.137,0.044,0.101,0.057,0.026,0.004,0.035,0.018,0.04,0.013,0,0.15,0,0.004,0,0.004,0,0,0,0.28030450815135516,5,5,0.28692837027470486,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.3004098941549425,5,5,5,5,5,0.119
-6rWqJhDv7M-2880,0.04522822241961409,0.4351145038167939,0.23333333333333334,2.967,0.011,0.004,0,0.031,0.053,0.011,0.038,0.004,0.053,0.13,0.172,0.019,0.103,0.08,0.027,0.011,0.046,0.011,0.027,0.004,0,0.13,0,0.027,0,0,0,0,0,0.18315841870700328,0.7030354592105477,5,5,0.3438150237021889,5,5,5,5,5,5,5,5,5,5,0.7030354592105477,5,5,0.4587087649008711,5,5,5,5,0.7030354592105477,5,5,0.5147136010453073,5,5,5,0.1
-6rWqJhDv7M-2970,0.0425433000489512,0.4660633484162896,0.1,2.658,0.014,0.027,0.005,0.018,0.027,0,0.063,0.018,0.077,0.113,0.181,0.027,0.054,0.068,0.041,0.014,0.018,0,0.036,0.009,0.009,0.167,0.005,0,0.005,0.005,0,0,0,0.2188659871794855,5,5,5,0.545787652165894,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.545787652165894,5,5,5,5,5,0.1
-6rWqJhDv7M-3060,0.03995580388496426,0.4669811320754717,0.13333333333333333,2.517,0.014,0.009,0,0.024,0.061,0.005,0.057,0.014,0.094,0.08,0.193,0.019,0.104,0.042,0.019,0.014,0.019,0,0.052,0,0.005,0.16,0,0,0,0.005,0,0,0,0.1655391313200532,0.5473902284413674,5,0.3151194307554556,0.2208947304728545,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.1
-6rWqJhDv7M-3150,0.04005366177057119,0.45933014354066987,0.07142857142857142,2.392,0.024,0.033,0,0.01,0.053,0.019,0.062,0.005,0.091,0.12,0.167,0.019,0.091,0.048,0.019,0.01,0.024,0.005,0.019,0,0,0.158,0,0.014,0,0,0,0,0,0.18024681137451617,5,5,5,5,5,5,5,5,5,5,5,0.4603037091818758,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.1
-6rWqJhDv7M-3240,0.03471553163432144,0.4444444444444444,0.07407407407407407,0.925,0.042,0.014,0,0,0.028,0,0.083,0.014,0.056,0.125,0.25,0.028,0.069,0.028,0.028,0,0,0,0.014,0,0.014,0.181,0,0,0,0.014,0,0,0,0.3910723979596037,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.8605015030134058,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.1
-c-X8zk0ywo-0,1.0262082240619628,0.4777327935222672,0.16666666666666666,3.125,0.008,0.028,0.004,0.012,0.057,0.012,0.049,0.008,0.028,0.101,0.146,0.057,0.077,0.032,0.045,0.061,0.089,0.004,0.049,0.012,0,0.093,0,0.02,0,0,0,0,0.004,0.5098729074950009,5,5,0.24002906442316085,5,5,5,5,0.2583011152716657,0.18588184772150335,5,5,5,5,5,5,0.833716382946782,5,5,5,5,5,5,5,5,5,5,5,5,5,0.1
-c-X8zk0ywo-90,0.9500634299631093,0.4451219512195122,0.2857142857142857,1.883,0.006,0.006,0.049,0.012,0.049,0.018,0.037,0.037,0.037,0.079,0.104,0.049,0.104,0.073,0.018,0.14,0.061,0,0.024,0,0,0.067,0,0,0,0,0.006,0.006,0.012,0.27756606023820324,5,0.2996168448490897,0.42994098509046436,5,5,5,5,5,5,5,5,5,5,5,0.357626389887576,5,5,5,5,5,5,5,5,0.8938032458103761,5,0.675613264108033,0.43975638774883935,5,0.45851814511136246,0.431
-c-X8zk0ywo-180,1.0953916022439443,0.533678756476684,0.26666666666666666,2.808,0.016,0.016,0.078,0.016,0.026,0.005,0.026,0.026,0.005,0.073,0.124,0.021,0.078,0.052,0.031,0.202,0.052,0,0.041,0.005,0,0.073,0,0.005,0,0,0,0,0.01,0.17142778372207484,5,0.18589329569368765,5,0.5824913717334709,5,5,5,0.5815390031100308,5,5,5,5,5,5,0.38428611672438406,5,5,0.3450563489177061,5,5,5,5,5,5,5,0.29232725252192077,0.44939894835076283,5,5,0.346
-c-X8zk0ywo-270,0.9583444150819778,0.4385245901639344,0.3333333333333333,2.842,0.008,0.02,0.07,0.004,0.053,0.004,0.045,0.004,0.016,0.07,0.152,0.045,0.139,0.074,0.012,0.02,0.029,0.004,0.045,0.004,0.004,0.131,0,0.004,0,0,0.012,0.012,0.016,5,0.23729960389254262,5,5,0.9036621188480168,5,5,5,5,5,5,0.390321017176397,5,5,5,0.5426693699189891,0.37515787368404824,0.5491643172206158,0.9089467256677796,5,5,0.9194520733416226,0.9085924856791721,0.9085924856791721,5,5,5,5,5,5,0.317
-c-X8zk0ywo-360,1.0664046314052862,0.4689922480620155,0.3333333333333333,3.417,0.004,0.023,0.019,0.008,0.031,0.012,0.078,0.016,0.043,0.097,0.151,0.016,0.062,0.078,0.054,0.008,0.05,0.008,0.066,0,0.016,0.109,0,0.031,0,0.004,0,0,0.012,5,0.30298796749169576,5,5,0.8634549108481981,5,0.5319847475802821,5,5,5,0.29386039570907746,0.7429302579012244,5,5,5,0.7756473930297422,0.7653977309491012,5,0.8733172650611628,5,5,5,0.5378035543012767,0.8634549108481981,5,5,5,5,5,5,0.33
-c-X8zk0ywo-450,1.1292190953596566,0.47058823529411764,0.3,3.592,0.011,0.007,0.004,0.018,0.074,0.026,0.07,0.004,0.033,0.125,0.184,0.018,0.051,0.059,0.048,0.011,0.033,0,0.04,0,0,0.162,0,0.004,0.004,0,0,0,0.011,5,0.26776030465596007,5,0.5921126336304423,5,5,5,5,5,5,0.24655502114511957,0.8293702223773451,5,5,5,5,0.8474259265265519,0.47423027936614287,5,5,5,0.8296346953682665,5,0.3225198061782493,5,5,5,5,0.5343435325922226,5,0.432
-c-X8zk0ywo-540,1.0441872952979205,0.48134328358208955,0.36666666666666664,3.433,0.007,0.022,0.004,0.011,0.03,0.015,0.067,0.007,0.086,0.097,0.127,0.026,0.097,0.049,0.075,0.03,0.041,0.026,0.026,0.007,0.004,0.127,0,0.015,0,0,0,0,0.004,5,0.2950365447070317,5,0.5402507991030543,0.5543697105623533,5,0.3125687199910029,5,0.535936141656314,5,0.8936937678960951,5,5,0.4157366759030461,5,5,5,5,5,0.2730711235265702,0.42318462943737695,5,0.33491236557372156,5,5,0.8811725736721286,5,5,5,5,0.459
-c-X8zk0ywo-630,0.9945599593246597,0.4807692307692308,0.13333333333333333,3.425,0.004,0.015,0.004,0.015,0.031,0.008,0.069,0.008,0.069,0.108,0.123,0.046,0.05,0.088,0.077,0.027,0.046,0.019,0.05,0.008,0,0.112,0,0.012,0,0,0,0,0,5,5,5,5,0.3379405993649336,5,0.5104814269471888,5,0.7504352965301598,5,5,5,0.25894598884155695,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.364
-c-X8zk0ywo-720,0.9580756111417235,0.4558303886925795,0.26666666666666666,3.233,0,0.025,0.007,0.011,0.039,0.011,0.042,0.004,0.053,0.11,0.085,0.067,0.071,0.071,0.071,0.042,0.088,0.007,0.042,0.004,0.007,0.102,0,0.014,0,0.004,0,0,0,5,0.4155897041259041,5,5,0.415323664586334,5,0.3248930305805211,0.22629338598938603,5,5,0.550882036635518,5,0.2641107888926925,5,5,5,5,0.39390199098376877,5,5,5,5,5,5,5,0.893396174503038,5,5,5,5,0.366
-c-X8zk0ywo-810,1.0980874939499983,0.437984496124031,0.16666666666666666,3.108,0.016,0.019,0.023,0.023,0.031,0.012,0.066,0,0.054,0.12,0.128,0.031,0.062,0.066,0.047,0.043,0.047,0.004,0.047,0.004,0.004,0.116,0,0.016,0,0.004,0,0,0.012,5,0.410923022737086,5,5,5,5,5,0.48988464759251515,0.5119200786327853,5,5,5,5,5,5,5,5,5,5,5,5,0.7388559584687119,5,5,5,0.5075819847906988,5,5,5,5,0.355
-c-X8zk0ywo-900,0.8515806968203056,0.45081967213114754,0.23333333333333334,2.775,0.016,0.029,0.033,0.008,0.061,0.008,0.066,0.016,0.025,0.078,0.111,0.037,0.119,0.061,0.029,0.025,0.061,0.008,0.037,0.008,0,0.135,0,0.016,0,0,0.004,0.004,0.004,5,0.3665318536427073,5,0.29900042922842723,0.37080937582701434,5,5,5,5,5,5,0.5288796308625655,5,5,5,5,0.5277527559868495,5,5,5,5,5,5,5,0.8842659847453048,5,5,5,0.5295715704589289,5,0.403
-c-X8zk0ywo-990,1.014013290521481,0.47985347985347987,0.13333333333333333,3.192,0.011,0.015,0.026,0.022,0.033,0,0.07,0,0.004,0.11,0.139,0.015,0.07,0.07,0.051,0.059,0.051,0.004,0.055,0.007,0.007,0.114,0,0.04,0.007,0.007,0,0,0.004,5,0.8685243463774329,5,5,5,0.12086204071635602,5,5,0.8751934329859244,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5000964559904821,5,0.475
-c-X8zk0ywo-1080,1.0077420269321238,0.43309859154929575,0.26666666666666666,3.225,0.014,0.007,0.042,0.018,0.035,0.004,0.035,0.007,0.014,0.099,0.12,0.039,0.106,0.092,0.028,0.035,0.06,0.018,0.032,0.004,0,0.141,0,0.018,0,0.004,0.004,0.004,0.014,0.5011756453557198,0.31272664098639225,5,5,0.8166341852900686,0.40100924847225666,5,5,0.3105402570006154,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5479013909065606,0.8588841545220492,5,5,5,0.5104764538105482,0.309
-c-X8zk0ywo-1170,0.9533946097371568,0.4200626959247649,0.3,3.767,0.006,0.019,0.085,0.013,0.034,0.006,0.072,0.003,0.022,0.091,0.113,0.022,0.116,0.094,0.038,0.009,0.034,0.025,0.038,0.009,0,0.122,0,0.009,0.003,0.006,0,0,0.003,5,0.3567003541130489,5,5,0.5510563024166558,5,0.8991949709283147,5,5,5,0.9021669613651934,0.39538535802393976,5,5,5,5,0.4025500780741566,0.5473772172825785,5,5,5,5,0.40645055222643656,5,5,0.8981756753691429,5,5,5,5,0.237
-c-X8zk0ywo-1260,0.9382851625339607,0.43952802359882004,0.16666666666666666,3.908,0.018,0.032,0.088,0.012,0.009,0.003,0.08,0.009,0.015,0.088,0.133,0.035,0.094,0.071,0.012,0.018,0.05,0.006,0.041,0,0,0.139,0,0.015,0.003,0,0,0,0.012,5,0.37677802143415,5,0.5737985769451794,5,5,5,5,5,5,0.8821900635558955,5,5,5,0.4297848249113845,5,5,5,5,5,5,0.5575455634105749,5,5,5,5,5,5,5,5,0.32
-c-X8zk0ywo-1350,1.0549422222110436,0.4429530201342282,0.3,3.492,0.01,0.02,0.037,0.013,0.027,0.01,0.057,0.017,0.044,0.111,0.154,0.017,0.074,0.07,0.023,0.017,0.037,0.003,0.04,0.023,0.003,0.144,0,0.023,0.003,0,0.007,0.007,0.003,5,0.38985925948416555,5,5,0.40109373795864517,5,0.5396028058742883,5,5,5,5,0.5121298110435264,5,5,5,5,0.5093699224495839,5,0.5008916530543828,5,5,5,5,5,0.8386649952060387,0.5236440338539524,5,5,5,0.8768835697349268,0.509
-c-X8zk0ywo-1440,1.0131350518125346,0.44375,0.23333333333333334,3.742,0.003,0.031,0.044,0.009,0.028,0.006,0.066,0.009,0.037,0.106,0.113,0.037,0.091,0.072,0.034,0.009,0.056,0.016,0.037,0.006,0.003,0.122,0,0.022,0,0,0.009,0.006,0,5,0.41341274469375544,5,5,5,5,0.4173527592988935,5,5,5,5,5,5,5,5,5,5,5,5,0.39476423522662657,5,0.4031785417540901,5,0.5355001467508118,0.5353310970049457,0.561969257414315,5,5,5,5,0.289
-c-X8zk0ywo-1530,1.0660524220701377,0.4840989399293286,0.2,3.617,0.021,0.042,0.057,0.018,0.028,0.018,0.064,0.011,0.025,0.074,0.11,0.042,0.081,0.042,0.06,0.028,0.078,0.004,0.035,0.007,0,0.092,0,0.025,0,0.007,0.004,0.004,0.011,5,0.364375510878012,5,5,0.5527148070107842,5,0.35077860615826434,5,5,5,5,0.43016820767605507,5,5,5,5,5,5,5,5,5,0.4198993618769049,5,5,0.8552035260727737,5,5,5,5,5,0.502
-c-X8zk0ywo-1620,1.0457649028401876,0.4431818181818182,0.14285714285714285,1.092,0.034,0.068,0.057,0.011,0.045,0,0.091,0.011,0,0.045,0.091,0.057,0.125,0.057,0.057,0,0.045,0.011,0.057,0,0,0.125,0,0,0,0,0,0,0.011,5,0.7997467126188664,5,5,5,5,5,5,5,5,5,0.5352597385566694,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.8285424595310551,0.492
-cK1og4ElKE-0,1.21320751321335,0.5442477876106194,0.23333333333333334,3.067,0.022,0.004,0.013,0.009,0.035,0.004,0.097,0.004,0.027,0.071,0.146,0.053,0.058,0.031,0.075,0.058,0.066,0.013,0.066,0.004,0,0.111,0,0.013,0.004,0,0,0,0.004,0.3689939277690015,5,0.3961691749367607,5,5,5,0.49817326689913427,5,5,0.2564075935823268,5,0.4414770089848775,5,5,5,5,5,5,5,0.4028076137718393,5,5,5,5,5,5,5,5,5,0.20831373562938554,0.1
-cK1og4ElKE-90,1.020731124489814,0.4527687296416938,0.23333333333333334,3.408,0.01,0.023,0.01,0.013,0.046,0.016,0.065,0.003,0.036,0.127,0.143,0.036,0.088,0.023,0.052,0.013,0.055,0.023,0.049,0.01,0.013,0.107,0,0.023,0,0,0,0,0.007,0.2231193512397346,5,5,0.545439083734841,0.6414202574307122,5,5,5,5,5,0.3171632648400545,5,5,5,5,5,5,0.5069868732634002,5,0.2585777718754228,0.32617179529196083,5,5,5,5,5,5,5,5,5,0.1
-cK1og4ElKE-180,1.1470397456125168,0.5309446254071661,0.23333333333333334,3.917,0.02,0.016,0.003,0.013,0.026,0.003,0.088,0.01,0.039,0.078,0.143,0.026,0.072,0.036,0.072,0.026,0.085,0.003,0.033,0,0.003,0.137,0,0.042,0,0,0,0,0,0.27188577370373707,5,5,0.5324475766873275,5,5,5,5,5,5,0.5569439527110736,0.5427582906184573,5,0.537705778299495,5,0.537705778299495,5,0.5497553219400652,5,5,5,5,5,5,5,5,5,5,5,5,0.1
-cK1og4ElKE-270,0.9648257996502073,0.5066666666666667,0.23333333333333334,3.642,0.027,0.023,0.013,0.003,0.03,0,0.083,0.01,0.02,0.1,0.127,0.017,0.073,0.053,0.1,0.01,0.067,0.007,0.03,0.007,0,0.16,0,0.037,0,0,0,0,0,0.28716137998015306,5,5,0.24871098992010804,5,5,5,5,0.8719652835323083,5,5,0.5441972987651602,5,0.5547251641695065,5,5,5,5,5,5,5,0.820146541166483,0.8928316800237933,5,5,5,5,5,5,5,0.129
-cK1og4ElKE-360,1.0848778960159657,0.5016722408026756,0.23333333333333334,3.633,0.01,0.007,0.017,0.003,0.04,0.01,0.047,0.017,0.03,0.11,0.171,0.03,0.067,0.057,0.047,0.027,0.074,0.01,0.027,0.013,0.013,0.124,0,0.027,0.003,0,0,0,0.007,0.25775892292429914,5,0.4291857333935751,0.3782114069068224,5,5,5,5,0.5670839966721606,5,5,0.3455944218081122,5,0.5618716645968254,5,5,5,5,5,0.8754750185567175,5,5,5,5,5,5,5,5,5,5,0.179
-cK1og4ElKE-450,1.0992551653657896,0.4887459807073955,0.26666666666666666,3.65,0.006,0.006,0.048,0.006,0.035,0.01,0.048,0.019,0.039,0.122,0.145,0.029,0.068,0.071,0.039,0.058,0.039,0.003,0.051,0.013,0.006,0.093,0,0.006,0,0,0,0,0.01,0.542931815960198,5,0.16424105751562162,0.8909172400915569,5,5,5,5,5,0.6133344207822864,0.5378193035004568,0.3192236065094852,5,5,5,5,5,0.848286932635171,5,5,5,5,5,5,5,5,5,0.3012675818668765,5,5,0.187
-cK1og4ElKE-540,0.9805204498123976,0.4588607594936709,0.2,3.708,0.013,0.022,0.047,0,0.019,0.006,0.073,0.022,0.054,0.098,0.136,0.025,0.095,0.085,0.032,0.025,0.051,0.003,0.051,0.003,0,0.092,0,0.016,0,0.003,0,0,0,0.2908099542026693,5,0.3105275928814492,5,0.3848545180652706,5,5,5,0.8553530544239528,5,5,0.42653671405851107,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.8811358158388186,5,5,0.186
-cK1og4ElKE-630,1.0777979304085485,0.46229508196721314,0.26666666666666666,3.683,0.013,0.013,0.02,0.003,0.03,0.016,0.075,0.003,0.056,0.128,0.134,0.023,0.066,0.036,0.066,0.013,0.049,0.003,0.039,0.016,0.013,0.141,0,0.016,0,0,0,0,0.007,0.4015364373710171,5,5,0.8629757031351272,5,5,5,5,0.4366920640829227,5,5,0.8629757031351272,5,0.5487853420888966,5,0.4226649277333724,5,5,5,5,5,5,5,5,5,5,0.42215913100437247,0.885587789391922,5,5,0.207
-cK1og4ElKE-720,1.0200961316327166,0.5275862068965518,0.3,3.608,0,0.021,0.014,0.024,0.017,0.007,0.069,0.003,0.062,0.1,0.117,0.01,0.093,0.093,0.052,0.052,0.048,0,0.048,0.003,0.007,0.114,0,0.034,0,0.003,0,0,0,0.2948122817459494,5,5,0.5459356353924149,0.6630293430605393,0.5108590846717881,5,5,5,5,5,5,0.5495538865481515,5,0.6407867901716898,5,0.8527769764829681,5,5,5,5,5,5,0.3832875892773493,5,5,5,5,0.6414091732547464,5,0.1
-cK1og4ElKE-810,1.019689871938967,0.5015974440894568,0.1,3.742,0.016,0.006,0.003,0.01,0.042,0.003,0.102,0,0.067,0.105,0.121,0.016,0.07,0.093,0.045,0.064,0.029,0.01,0.051,0.003,0.006,0.096,0,0.006,0,0.003,0,0,0,0.42730600860553947,5,5,0.541617552827497,0.24671158052855066,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.1
-cK1og4ElKE-900,0.9101807873617113,0.49193548387096775,0.2,2.7,0.004,0.016,0.004,0.012,0.028,0.004,0.048,0.012,0.056,0.141,0.157,0.024,0.052,0.073,0.028,0.036,0.056,0,0.036,0.02,0.004,0.129,0,0.024,0,0.004,0,0,0,0.3298584403409665,5,5,0.4305762489494821,5,5,5,5,5,5,5,0.4536137391702998,5,5,5,0.8964367319138022,0.3404320874777631,5,5,5,5,0.372278423661613,5,5,5,5,5,5,5,5,0.12
-cK1og4ElKE-990,1.0122648143923973,0.515748031496063,0.16666666666666666,2.933,0.016,0.012,0.004,0.016,0.039,0.008,0.051,0.008,0.047,0.094,0.157,0.012,0.071,0.059,0.059,0.024,0.035,0,0.075,0.031,0,0.13,0,0.024,0,0.008,0,0,0,0.35777041272382837,5,5,5,5,5,5,5,0.5559708122112124,0.6522807463814493,5,0.5389155185701728,5,5,5,5,5,5,0.5525409522641208,5,5,5,5,5,5,5,5,5,5,5,0.114
-cK1og4ElKE-1080,0.9368128232528988,0.4681647940074906,0.13333333333333333,2.892,0.019,0.015,0.004,0.004,0.056,0.007,0.06,0.015,0.034,0.082,0.109,0.037,0.109,0.06,0.037,0.011,0.075,0.015,0.052,0.034,0.004,0.094,0,0.034,0,0.007,0,0,0.004,0.4260893378807836,5,5,0.3631003092223277,5,5,5,5,0.8744642802063892,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.8939411016802885,5,5,0.162
-cK1og4ElKE-1170,1.0250186418140728,0.47,0.16666666666666666,3.55,0.017,0.02,0.023,0.013,0.03,0.003,0.07,0.003,0.04,0.083,0.13,0.013,0.103,0.057,0.05,0.017,0.047,0.013,0.043,0.02,0,0.16,0,0.027,0,0.01,0,0,0,0.5479280054798191,5,5,0.5573788849127129,5,5,5,0.357580229112081,5,5,5,5,0.5502035664749296,5,5,5,5,5,0.43757274181024797,5,5,5,5,5,5,5,5,5,5,5,0.1
-cK1og4ElKE-1260,1.044245504886388,0.49808429118773945,0.16666666666666666,3.125,0.008,0.011,0.046,0.008,0.038,0.011,0.05,0.023,0.042,0.134,0.157,0.027,0.073,0.042,0.057,0.011,0.042,0.004,0.042,0.015,0,0.107,0,0.008,0,0.019,0,0,0.008,5,5,5,0.8197634416958374,5,5,5,5,5,5,0.897673523445796,5,5,5,5,0.8771185923538685,5,0.31644424669060667,5,5,5,5,0.9064706055420576,5,5,5,5,5,5,5,0.116
-cK1og4ElKE-1350,0.994204889590583,0.4627831715210356,0.26666666666666666,3.767,0.016,0.029,0.039,0.013,0.042,0.01,0.052,0.01,0.039,0.087,0.139,0.013,0.12,0.068,0.049,0.019,0.036,0.003,0.049,0.01,0,0.113,0,0.019,0.003,0,0,0,0.013,0.28149328489713726,5,5,5,5,5,5,5,0.5317181981908251,5,0.8418825628614852,5,0.36954525295586216,0.8364087592023184,5,5,5,5,0.32730833197991965,5,5,5,5,5,5,5,5,0.7796288679124121,0.36170157513325824,5,0.126
